Flow ID,Source IP,Destination IP,Timestamp,Source Port,Destination Port,Protocol,True_Label,Predicted_Label,Response_Playbook
192.168.10.1-192.168.10.3-53-61352-17,192.168.10.3,192.168.10.1,4/7/2017 11:20,61352.0,53.0,17.0,BENIGN,BENIGN,
140.205.32.80-192.168.10.5-443-56368-6,192.168.10.5,140.205.32.80,03/07/2017 11:08:14,56368.0,443.0,6.0,BENIGN,BENIGN,
192.168.10.8-91.216.195.218-50601-443-6,192.168.10.8,91.216.195.218,6/7/2017 10:51,50601.0,443.0,6.0,BENIGN,BENIGN,
172.217.12.161-192.168.10.51-443-60296-6,192.168.10.51,172.217.12.161,4/7/2017 9:19,60296.0,443.0,6.0,BENIGN,BENIGN,
192.168.10.14-195.88.55.30-57601-443-6,195.88.55.30,192.168.10.14,4/7/2017 4:13,443.0,57601.0,6.0,BENIGN,BENIGN,
172.16.0.1-192.168.10.50-35714-80-6,172.16.0.1,192.168.10.50,5/7/2017 10:43,35714.0,80.0,6.0,DoS Hulk,DoS Hulk,"```
DoS Hulk Playbook:

**Identification:**
* Confirm high SYN requests from 172.16.0.1 to 192.168.10.50 (port scans common). Check logs for similar patterns.

**Containment:**
* Block 172.16.0.1 at firewall/IPS. Rate limit SYN requests to 192.168.10.50.

**Eradication:**
* Investigate source IP for compromise. Analyze traffic patterns.

**Recovery:**
* Monitor 192.168.10.50 performance. Restore rate limits after verifying attack cessation. Review logs.
```
"
172.16.0.1-192.168.10.50-41249-10215-6,172.16.0.1,192.168.10.50,7/7/2017 3:08,41249.0,10215.0,6.0,PortScan,PortScan,"**PortScan Incident Playbook**

**1. Identification:**
*   Confirm scan: Analyze logs for sequential connection attempts.
*   Assess impact: Internal/External? Critical assets targeted?

**2. Containment:**
*   Block Source IP (172.16.0.1) at perimeter firewall.
*   Isolate affected destination host (192.168.10.50) if needed.

**3. Eradication:**
*   Investigate source: Internal host compromised? External attacker?
*   Patch/update vulnerable systems if identified.

**4. Recovery:**
*   Monitor blocked traffic.
*   Remove block after source investigation and remediation.
*   Review security controls.
"
192.168.10.3-192.168.10.19-53-63012-17,192.168.10.19,192.168.10.3,7/7/2017 1:36,63012.0,53.0,17.0,BENIGN,BENIGN,
172.217.12.130-192.168.10.15-443-58576-6,192.168.10.15,172.217.12.130,7/7/2017 3:56,58576.0,443.0,6.0,BENIGN,BENIGN,
192.168.10.17-91.189.89.198-123-123-17,192.168.10.17,91.189.89.198,4/7/2017 11:20,123.0,123.0,17.0,BENIGN,BENIGN,
172.16.0.1-192.168.10.50-18310-80-6,172.16.0.1,192.168.10.50,7/7/2017 3:59,18310.0,80.0,6.0,DDoS,DDoS,"**DDoS Playbook**

1. **Identify:** Confirm DDoS. Monitor traffic volume to 192.168.10.50. Check resource utilization (CPU, memory).

2. **Contain:**
    * **Rate Limiting:** Implement rate limits on incoming traffic from 172.16.0.1.
    * **Firewall Rules:** Block 172.16.0.1 at the firewall.
    * **Null Route:** (If necessary) Null route the destination IP (192.168.10.50), acknowledging service interruption.

3. **Eradicate:**
    * **Analyze Logs:** Examine logs for other attacking IPs.
    * **Update Blocklists:** Add identified IPs to blocklists.
    * **Contact ISP:** Report attack, request assistance with upstream filtering.
    * **DDoS Mitigation Services:** Activate DDoS mitigation services (e.g., Cloudflare).

4. **Recovery:**
    * **Monitor Performance:** Track system performance after mitigation.
    * **Adjust Thresholds:** Fine-tune rate limits and firewall rules.
    * **Restore Service:** Remove null route (if applied) gradually.
    * **Post-Incident Review:** Analyze incident, update security measures.
"
192.168.10.3-192.168.10.8-53-64791-17,192.168.10.8,192.168.10.3,03/07/2017 04:49:05,64791.0,53.0,17.0,BENIGN,BENIGN,
192.168.10.9-23.38.22.213-6139-443-6,23.38.22.213,192.168.10.9,03/07/2017 02:52:37,443.0,6139.0,6.0,BENIGN,BENIGN,
192.168.10.3-192.168.10.16-53-52869-17,192.168.10.16,192.168.10.3,7/7/2017 3:33,52869.0,53.0,17.0,BENIGN,BENIGN,
192.168.10.3-192.168.10.12-53-14269-17,192.168.10.12,192.168.10.3,6/7/2017 1:44,14269.0,53.0,17.0,BENIGN,BENIGN,
172.217.11.3-192.168.10.15-443-50899-6,172.217.11.3,192.168.10.15,03/07/2017 10:13:26,443.0,50899.0,6.0,BENIGN,BENIGN,
172.16.0.1-192.168.10.50-47942-80-6,172.16.0.1,192.168.10.50,5/7/2017 10:44,47942.0,80.0,6.0,DoS Hulk,DoS Hulk,"```
DoS Hulk Playbook:

**Identification:**
* Confirm high SYN requests from 172.16.0.1 to 192.168.10.50 (port scans common). Check logs for similar patterns.

**Containment:**
* Block 172.16.0.1 at firewall/IPS. Rate limit SYN requests to 192.168.10.50.

**Eradication:**
* Investigate source IP for compromise. Analyze traffic patterns.

**Recovery:**
* Monitor 192.168.10.50 performance. Restore rate limits after verifying attack cessation. Review logs.
```
"
192.168.10.25-208.81.233.32-64646-80-6,208.81.233.32,192.168.10.25,03/07/2017 11:53:47,80.0,64646.0,6.0,BENIGN,BENIGN,
192.168.10.3-192.168.10.12-53-28788-17,192.168.10.12,192.168.10.3,03/07/2017 01:45:29,28788.0,53.0,17.0,BENIGN,BENIGN,
172.16.0.1-192.168.10.50-42984-80-6,172.16.0.1,192.168.10.50,5/7/2017 10:44,42984.0,80.0,6.0,DoS Hulk,DoS Hulk,"```
DoS Hulk Playbook:

**Identification:**
* Confirm high SYN requests from 172.16.0.1 to 192.168.10.50 (port scans common). Check logs for similar patterns.

**Containment:**
* Block 172.16.0.1 at firewall/IPS. Rate limit SYN requests to 192.168.10.50.

**Eradication:**
* Investigate source IP for compromise. Analyze traffic patterns.

**Recovery:**
* Monitor 192.168.10.50 performance. Restore rate limits after verifying attack cessation. Review logs.
```
"
172.16.0.1-192.168.10.50-63162-80-6,172.16.0.1,192.168.10.50,7/7/2017 4:03,63162.0,80.0,6.0,DDoS,DDoS,"**DDoS Playbook**

1. **Identify:** Confirm DDoS. Monitor traffic volume to 192.168.10.50. Check resource utilization (CPU, memory).

2. **Contain:**
    * **Rate Limiting:** Implement rate limits on incoming traffic from 172.16.0.1.
    * **Firewall Rules:** Block 172.16.0.1 at the firewall.
    * **Null Route:** (If necessary) Null route the destination IP (192.168.10.50), acknowledging service interruption.

3. **Eradicate:**
    * **Analyze Logs:** Examine logs for other attacking IPs.
    * **Update Blocklists:** Add identified IPs to blocklists.
    * **Contact ISP:** Report attack, request assistance with upstream filtering.
    * **DDoS Mitigation Services:** Activate DDoS mitigation services (e.g., Cloudflare).

4. **Recovery:**
    * **Monitor Performance:** Track system performance after mitigation.
    * **Adjust Thresholds:** Fine-tune rate limits and firewall rules.
    * **Restore Service:** Remove null route (if applied) gradually.
    * **Post-Incident Review:** Analyze incident, update security measures.
"
192.168.10.16-81.19.89.11-42416-443-6,192.168.10.16,81.19.89.11,4/7/2017 2:44,42416.0,443.0,6.0,BENIGN,BENIGN,
172.16.0.1-192.168.10.50-34850-4242-6,172.16.0.1,192.168.10.50,7/7/2017 2:52,34850.0,4242.0,6.0,PortScan,PortScan,"**PortScan Incident Playbook**

**1. Identification:**
*   Confirm scan: Analyze logs for sequential connection attempts.
*   Assess impact: Internal/External? Critical assets targeted?

**2. Containment:**
*   Block Source IP (172.16.0.1) at perimeter firewall.
*   Isolate affected destination host (192.168.10.50) if needed.

**3. Eradication:**
*   Investigate source: Internal host compromised? External attacker?
*   Patch/update vulnerable systems if identified.

**4. Recovery:**
*   Monitor blocked traffic.
*   Remove block after source investigation and remediation.
*   Review security controls.
"
192.168.10.3-192.168.10.16-53-62943-17,192.168.10.16,192.168.10.3,03/07/2017 01:36:55,62943.0,53.0,17.0,BENIGN,BENIGN,
172.16.0.1-192.168.10.50-55724-80-6,172.16.0.1,192.168.10.50,5/7/2017 10:48,55724.0,80.0,6.0,DoS Hulk,DoS Hulk,"```
DoS Hulk Playbook:

**Identification:**
* Confirm high SYN requests from 172.16.0.1 to 192.168.10.50 (port scans common). Check logs for similar patterns.

**Containment:**
* Block 172.16.0.1 at firewall/IPS. Rate limit SYN requests to 192.168.10.50.

**Eradication:**
* Investigate source IP for compromise. Analyze traffic patterns.

**Recovery:**
* Monitor 192.168.10.50 performance. Restore rate limits after verifying attack cessation. Review logs.
```
"
192.168.10.25-68.67.178.176-59254-80-6,192.168.10.25,68.67.178.176,03/07/2017 11:28:24,59254.0,80.0,6.0,BENIGN,BENIGN,
172.217.12.166-192.168.10.15-443-55390-6,192.168.10.15,172.217.12.166,4/7/2017 1:25,55390.0,443.0,6.0,BENIGN,BENIGN,
192.168.10.3-192.168.10.14-53-52804-17,192.168.10.14,192.168.10.3,03/07/2017 02:09:31,52804.0,53.0,17.0,BENIGN,BENIGN,
172.16.0.1-192.168.10.50-21277-80-6,172.16.0.1,192.168.10.50,7/7/2017 4:01,21277.0,80.0,6.0,DDoS,DDoS,"**DDoS Playbook**

1. **Identify:** Confirm DDoS. Monitor traffic volume to 192.168.10.50. Check resource utilization (CPU, memory).

2. **Contain:**
    * **Rate Limiting:** Implement rate limits on incoming traffic from 172.16.0.1.
    * **Firewall Rules:** Block 172.16.0.1 at the firewall.
    * **Null Route:** (If necessary) Null route the destination IP (192.168.10.50), acknowledging service interruption.

3. **Eradicate:**
    * **Analyze Logs:** Examine logs for other attacking IPs.
    * **Update Blocklists:** Add identified IPs to blocklists.
    * **Contact ISP:** Report attack, request assistance with upstream filtering.
    * **DDoS Mitigation Services:** Activate DDoS mitigation services (e.g., Cloudflare).

4. **Recovery:**
    * **Monitor Performance:** Track system performance after mitigation.
    * **Adjust Thresholds:** Fine-tune rate limits and firewall rules.
    * **Restore Service:** Remove null route (if applied) gradually.
    * **Post-Incident Review:** Analyze incident, update security measures.
"
192.168.10.5-104.89.64.20-52988-443-6,104.89.64.20,192.168.10.5,6/7/2017 12:04,443.0,52988.0,6.0,BENIGN,BENIGN,
192.168.10.3-192.168.10.15-53-58164-17,192.168.10.15,192.168.10.3,6/7/2017 9:12,58164.0,53.0,17.0,BENIGN,BENIGN,
192.168.10.3-192.168.10.12-53-7923-17,192.168.10.12,192.168.10.3,6/7/2017 11:53,7923.0,53.0,17.0,BENIGN,BENIGN,
158.69.125.231-192.168.10.19-123-123-17,192.168.10.19,158.69.125.231,7/7/2017 11:54,123.0,123.0,17.0,BENIGN,BENIGN,
192.168.10.3-192.168.10.9-53-56460-17,192.168.10.9,192.168.10.3,03/07/2017 09:14:51,56460.0,53.0,17.0,BENIGN,BENIGN,
144.217.164.10-192.168.10.12-123-123-17,192.168.10.12,144.217.164.10,7/7/2017 11:14,123.0,123.0,17.0,BENIGN,BENIGN,
192.168.10.15-192.168.10.50-58648-52137-6,192.168.10.15,192.168.10.50,6/7/2017 2:15,58648.0,52137.0,6.0,BENIGN,BENIGN,
192.168.10.14-192.0.79.32-59062-80-6,192.168.10.14,192.0.79.32,03/07/2017 04:17:29,59062.0,80.0,6.0,BENIGN,BENIGN,
172.217.10.78-192.168.10.16-80-51816-6,192.168.10.16,172.217.10.78,4/7/2017 4:32,51816.0,80.0,6.0,BENIGN,BENIGN,
192.168.10.3-192.168.10.14-53-63916-17,192.168.10.14,192.168.10.3,6/7/2017 2:55,63916.0,53.0,17.0,BENIGN,BENIGN,
174.35.72.222-192.168.10.17-443-54097-6,174.35.72.222,192.168.10.17,6/7/2017 2:56,443.0,54097.0,6.0,BENIGN,BENIGN,
192.168.10.255-192.168.10.16-137-137-17,192.168.10.16,192.168.10.255,7/7/2017 12:11,137.0,137.0,17.0,BENIGN,BENIGN,
192.168.10.14-52.84.143.8-53091-80-6,52.84.143.8,192.168.10.14,03/07/2017 10:45:43,80.0,53091.0,6.0,BENIGN,BENIGN,
192.168.10.3-192.168.10.17-53-55237-17,192.168.10.17,192.168.10.3,7/7/2017 3:41,55237.0,53.0,17.0,BENIGN,BENIGN,
138.201.98.161-192.168.10.14-443-54113-6,192.168.10.14,138.201.98.161,03/07/2017 11:48:37,54113.0,443.0,6.0,BENIGN,BENIGN,
192.168.10.19-69.147.64.34-49554-443-6,192.168.10.19,69.147.64.34,6/7/2017 11:47,49554.0,443.0,6.0,BENIGN,BENIGN,
172.16.0.1-192.168.10.50-58562-80-6,172.16.0.1,192.168.10.50,7/7/2017 4:00,58562.0,80.0,6.0,DDoS,DDoS,"**DDoS Playbook**

1. **Identify:** Confirm DDoS. Monitor traffic volume to 192.168.10.50. Check resource utilization (CPU, memory).

2. **Contain:**
    * **Rate Limiting:** Implement rate limits on incoming traffic from 172.16.0.1.
    * **Firewall Rules:** Block 172.16.0.1 at the firewall.
    * **Null Route:** (If necessary) Null route the destination IP (192.168.10.50), acknowledging service interruption.

3. **Eradicate:**
    * **Analyze Logs:** Examine logs for other attacking IPs.
    * **Update Blocklists:** Add identified IPs to blocklists.
    * **Contact ISP:** Report attack, request assistance with upstream filtering.
    * **DDoS Mitigation Services:** Activate DDoS mitigation services (e.g., Cloudflare).

4. **Recovery:**
    * **Monitor Performance:** Track system performance after mitigation.
    * **Adjust Thresholds:** Fine-tune rate limits and firewall rules.
    * **Restore Service:** Remove null route (if applied) gradually.
    * **Post-Incident Review:** Analyze incident, update security measures.
"
172.16.0.1-192.168.10.50-34258-80-6,172.16.0.1,192.168.10.50,5/7/2017 10:19,34258.0,80.0,6.0,DoS Slowhttptest,DoS Slowhttptest,"**DoS Slowhttptest Response Playbook**

**Identification:**
*   Verify attack: Confirm excessive slow HTTP requests from source IP to destination IP. Check server resource utilization (CPU, memory).

**Containment:**
*   Immediate mitigation: Rate-limit connections from 172.16.0.1 on firewall.
*   Further isolation: Consider temporarily blocking 172.16.0.1 if rate-limiting insufficient.

**Eradication:**
*   Permanent Solution: Implement robust web application firewall (WAF) rules to detect and mitigate slow HTTP attacks.
*   Investigate: Analyze server logs for attack patterns and vulnerabilities. Patch if needed.

**Recovery:**
*   Monitor: Closely monitor server performance and traffic after mitigation.
*   Review: Update firewall rules and WAF configurations as needed.
*   Restore services: Ensure impacted services are fully functional.
"
192.168.10.3-192.168.10.17-53-15941-17,192.168.10.17,192.168.10.3,6/7/2017 3:41,15941.0,53.0,17.0,BENIGN,BENIGN,
192.168.10.3-192.168.10.25-53-52511-17,192.168.10.25,192.168.10.3,03/07/2017 10:39:45,52511.0,53.0,17.0,BENIGN,BENIGN,
178.172.160.4-192.168.10.17-443-48041-6,192.168.10.17,178.172.160.4,03/07/2017 12:07:51,48041.0,443.0,6.0,BENIGN,BENIGN,
192.168.10.8-192.168.10.14-40710-33508-6,192.168.10.8,192.168.10.14,6/7/2017 3:10,40710.0,33508.0,6.0,BENIGN,BENIGN,
192.168.10.3-192.168.10.12-53-2408-17,192.168.10.12,192.168.10.3,03/07/2017 03:34:15,2408.0,53.0,17.0,BENIGN,BENIGN,
172.217.10.226-192.168.10.25-443-56477-6,192.168.10.25,172.217.10.226,03/07/2017 12:41:34,56477.0,443.0,6.0,BENIGN,BENIGN,
192.168.10.15-104.88.12.52-57554-443-6,192.168.10.15,104.88.12.52,4/7/2017 3:35,57554.0,443.0,6.0,BENIGN,BENIGN,
172.16.0.1-192.168.10.50-58652-80-6,192.168.10.50,172.16.0.1,7/7/2017 4:10,80.0,58652.0,6.0,BENIGN,BENIGN,
192.168.10.5-31.13.71.7-52698-443-6,192.168.10.5,31.13.71.7,6/7/2017 11:57,52698.0,443.0,6.0,BENIGN,BENIGN,
192.168.10.14-23.15.4.9-58567-80-6,192.168.10.14,23.15.4.9,03/07/2017 03:35:06,58567.0,80.0,6.0,BENIGN,BENIGN,
192.168.10.19-104.97.139.37-40504-443-6,104.97.139.37,192.168.10.19,6/7/2017 1:25,443.0,40504.0,6.0,BENIGN,BENIGN,
192.168.10.1-192.168.10.3-53-61189-17,192.168.10.3,192.168.10.1,4/7/2017 10:06,61189.0,53.0,17.0,BENIGN,BENIGN,
192.168.10.1-192.168.10.3-53-60950-17,192.168.10.3,192.168.10.1,4/7/2017 2:38,60950.0,53.0,17.0,BENIGN,BENIGN,
172.16.0.1-192.168.10.50-50688-32779-6,172.16.0.1,192.168.10.50,7/7/2017 2:54,50688.0,32779.0,6.0,PortScan,PortScan,"**PortScan Incident Playbook**

**1. Identification:**
*   Confirm scan: Analyze logs for sequential connection attempts.
*   Assess impact: Internal/External? Critical assets targeted?

**2. Containment:**
*   Block Source IP (172.16.0.1) at perimeter firewall.
*   Isolate affected destination host (192.168.10.50) if needed.

**3. Eradication:**
*   Investigate source: Internal host compromised? External attacker?
*   Patch/update vulnerable systems if identified.

**4. Recovery:**
*   Monitor blocked traffic.
*   Remove block after source investigation and remediation.
*   Review security controls.
"
192.168.10.3-192.168.10.25-53-52347-17,192.168.10.25,192.168.10.3,7/7/2017 1:34,52347.0,53.0,17.0,BENIGN,BENIGN,
172.217.10.142-192.168.10.17-443-39600-6,172.217.10.142,192.168.10.17,03/07/2017 01:19:56,443.0,39600.0,6.0,BENIGN,BENIGN,
192.168.10.12-74.125.29.108-47620-465-6,192.168.10.12,74.125.29.108,6/7/2017 12:39,47620.0,465.0,6.0,BENIGN,BENIGN,
192.168.10.3-192.168.10.8-53-55922-17,192.168.10.8,192.168.10.3,03/07/2017 11:49:03,55922.0,53.0,17.0,BENIGN,BENIGN,
172.16.0.1-192.168.10.50-53500-80-6,172.16.0.1,192.168.10.50,5/7/2017 10:46,53500.0,80.0,6.0,DoS Hulk,DoS Hulk,"```
DoS Hulk Playbook:

**Identification:**
* Confirm high SYN requests from 172.16.0.1 to 192.168.10.50 (port scans common). Check logs for similar patterns.

**Containment:**
* Block 172.16.0.1 at firewall/IPS. Rate limit SYN requests to 192.168.10.50.

**Eradication:**
* Investigate source IP for compromise. Analyze traffic patterns.

**Recovery:**
* Monitor 192.168.10.50 performance. Restore rate limits after verifying attack cessation. Review logs.
```
"
192.168.10.14-69.172.216.111-52684-443-6,69.172.216.111,192.168.10.14,03/07/2017 10:32:27,443.0,52684.0,6.0,BENIGN,BENIGN,
192.168.10.1-192.168.10.3-53-61199-17,192.168.10.3,192.168.10.1,6/7/2017 11:59,61199.0,53.0,17.0,BENIGN,BENIGN,
192.168.10.1-192.168.10.3-53-61170-17,192.168.10.3,192.168.10.1,6/7/2017 9:12,61170.0,53.0,17.0,BENIGN,BENIGN,
192.168.10.15-52.35.43.63-53554-80-6,192.168.10.15,52.35.43.63,7/7/2017 11:29,53554.0,80.0,6.0,BENIGN,BENIGN,
192.168.10.25-23.50.75.27-57106-80-6,192.168.10.25,23.50.75.27,4/7/2017 2:11,57106.0,80.0,6.0,BENIGN,BENIGN,
192.168.10.3-192.168.10.5-53-52304-17,192.168.10.5,192.168.10.3,4/7/2017 10:25,52304.0,53.0,17.0,BENIGN,BENIGN,
192.168.10.8-192.168.10.17-2345-445-6,192.168.10.17,192.168.10.8,6/7/2017 3:30,445.0,2345.0,6.0,BENIGN,BENIGN,
192.168.10.3-192.168.10.5-53-58454-17,192.168.10.5,192.168.10.3,6/7/2017 11:14,58454.0,53.0,17.0,BENIGN,BENIGN,
192.168.10.16-68.67.178.176-47328-443-6,192.168.10.16,68.67.178.176,6/7/2017 1:59,47328.0,443.0,6.0,BENIGN,BENIGN,
192.168.10.3-192.168.10.15-53-60528-17,192.168.10.15,192.168.10.3,6/7/2017 3:10,60528.0,53.0,17.0,BENIGN,BENIGN,
192.168.10.19-36.248.26.142-35827-443-6,192.168.10.19,36.248.26.142,4/7/2017 1:37,35827.0,443.0,6.0,BENIGN,BENIGN,
192.168.10.3-192.168.10.19-53-41123-17,192.168.10.19,192.168.10.3,6/7/2017 10:27,41123.0,53.0,17.0,BENIGN,BENIGN,
192.168.10.3-192.168.10.15-53-57580-17,192.168.10.15,192.168.10.3,7/7/2017 1:13,57580.0,53.0,17.0,BENIGN,BENIGN,
172.16.0.1-192.168.10.50-56760-80-6,172.16.0.1,192.168.10.50,7/7/2017 3:59,56760.0,80.0,6.0,DDoS,DDoS,"**DDoS Playbook**

1. **Identify:** Confirm DDoS. Monitor traffic volume to 192.168.10.50. Check resource utilization (CPU, memory).

2. **Contain:**
    * **Rate Limiting:** Implement rate limits on incoming traffic from 172.16.0.1.
    * **Firewall Rules:** Block 172.16.0.1 at the firewall.
    * **Null Route:** (If necessary) Null route the destination IP (192.168.10.50), acknowledging service interruption.

3. **Eradicate:**
    * **Analyze Logs:** Examine logs for other attacking IPs.
    * **Update Blocklists:** Add identified IPs to blocklists.
    * **Contact ISP:** Report attack, request assistance with upstream filtering.
    * **DDoS Mitigation Services:** Activate DDoS mitigation services (e.g., Cloudflare).

4. **Recovery:**
    * **Monitor Performance:** Track system performance after mitigation.
    * **Adjust Thresholds:** Fine-tune rate limits and firewall rules.
    * **Restore Service:** Remove null route (if applied) gradually.
    * **Post-Incident Review:** Analyze incident, update security measures.
"
192.168.10.19-85.114.159.93-39417-443-6,192.168.10.19,85.114.159.93,6/7/2017 9:53,39417.0,443.0,6.0,BENIGN,BENIGN,
192.168.10.3-192.168.10.15-53-57910-17,192.168.10.15,192.168.10.3,03/07/2017 02:37:47,57910.0,53.0,17.0,BENIGN,BENIGN,
192.168.10.15-52.84.145.59-53699-443-6,192.168.10.15,52.84.145.59,4/7/2017 11:27,53699.0,443.0,6.0,BENIGN,BENIGN,
192.168.10.9-204.2.197.201-3509-80-6,192.168.10.9,204.2.197.201,7/7/2017 10:32,3509.0,80.0,6.0,BENIGN,BENIGN,
192.168.10.3-192.168.10.15-53-64883-17,192.168.10.15,192.168.10.3,4/7/2017 9:20,64883.0,53.0,17.0,BENIGN,BENIGN,
144.217.164.10-192.168.10.16-123-123-17,192.168.10.16,144.217.164.10,4/7/2017 10:11,123.0,123.0,17.0,BENIGN,BENIGN,
192.168.10.9-54.72.67.41-9419-80-6,192.168.10.9,54.72.67.41,6/7/2017 4:24,9419.0,80.0,6.0,BENIGN,BENIGN,
192.168.10.17-205.251.145.6-50207-443-6,205.251.145.6,192.168.10.17,6/7/2017 1:42,443.0,50207.0,6.0,BENIGN,BENIGN,
139.61.74.125-192.168.10.12-443-45732-6,139.61.74.125,192.168.10.12,7/7/2017 2:24,443.0,45732.0,6.0,BENIGN,BENIGN,
192.168.10.3-192.168.10.19-53-5995-17,192.168.10.19,192.168.10.3,6/7/2017 2:47,5995.0,53.0,17.0,BENIGN,BENIGN,
192.168.10.3-192.168.10.5-53-55681-17,192.168.10.5,192.168.10.3,6/7/2017 11:57,55681.0,53.0,17.0,BENIGN,BENIGN,
192.168.10.9-104.88.46.33-1328-443-6,104.88.46.33,192.168.10.9,7/7/2017 9:36,443.0,1328.0,6.0,BENIGN,BENIGN,
172.16.0.1-192.168.10.50-57730-49156-6,172.16.0.1,192.168.10.50,7/7/2017 2:55,57730.0,49156.0,6.0,PortScan,PortScan,"**PortScan Incident Playbook**

**1. Identification:**
*   Confirm scan: Analyze logs for sequential connection attempts.
*   Assess impact: Internal/External? Critical assets targeted?

**2. Containment:**
*   Block Source IP (172.16.0.1) at perimeter firewall.
*   Isolate affected destination host (192.168.10.50) if needed.

**3. Eradication:**
*   Investigate source: Internal host compromised? External attacker?
*   Patch/update vulnerable systems if identified.

**4. Recovery:**
*   Monitor blocked traffic.
*   Remove block after source investigation and remediation.
*   Review security controls.
"
172.16.0.1-192.168.10.50-26236-80-6,172.16.0.1,192.168.10.50,7/7/2017 4:04,26236.0,80.0,6.0,DDoS,DDoS,"**DDoS Playbook**

1. **Identify:** Confirm DDoS. Monitor traffic volume to 192.168.10.50. Check resource utilization (CPU, memory).

2. **Contain:**
    * **Rate Limiting:** Implement rate limits on incoming traffic from 172.16.0.1.
    * **Firewall Rules:** Block 172.16.0.1 at the firewall.
    * **Null Route:** (If necessary) Null route the destination IP (192.168.10.50), acknowledging service interruption.

3. **Eradicate:**
    * **Analyze Logs:** Examine logs for other attacking IPs.
    * **Update Blocklists:** Add identified IPs to blocklists.
    * **Contact ISP:** Report attack, request assistance with upstream filtering.
    * **DDoS Mitigation Services:** Activate DDoS mitigation services (e.g., Cloudflare).

4. **Recovery:**
    * **Monitor Performance:** Track system performance after mitigation.
    * **Adjust Thresholds:** Fine-tune rate limits and firewall rules.
    * **Restore Service:** Remove null route (if applied) gradually.
    * **Post-Incident Review:** Analyze incident, update security measures.
"
192.168.10.3-192.168.10.17-53-55681-17,192.168.10.17,192.168.10.3,6/7/2017 2:01,55681.0,53.0,17.0,BENIGN,BENIGN,
192.168.10.3-192.168.10.8-53-60123-17,192.168.10.8,192.168.10.3,03/07/2017 02:21:02,60123.0,53.0,17.0,BENIGN,BENIGN,
192.168.10.16-23.60.139.27-49664-80-6,192.168.10.16,23.60.139.27,7/7/2017 11:50,49664.0,80.0,6.0,BENIGN,BENIGN,
192.168.10.14-74.125.29.157-62202-443-6,192.168.10.14,74.125.29.157,6/7/2017 11:26,62202.0,443.0,6.0,BENIGN,BENIGN,
192.168.10.8-192.168.10.15-40050-9666-6,192.168.10.8,192.168.10.15,6/7/2017 3:38,40050.0,9666.0,6.0,BENIGN,BENIGN,
172.217.6.194-192.168.10.9-443-2879-6,192.168.10.9,172.217.6.194,6/7/2017 10:41,2879.0,443.0,6.0,BENIGN,BENIGN,
192.168.10.3-192.168.10.14-53-58689-17,192.168.10.14,192.168.10.3,6/7/2017 4:35,58689.0,53.0,17.0,BENIGN,BENIGN,
192.168.10.8-52.87.0.182-57399-443-6,52.87.0.182,192.168.10.8,4/7/2017 4:54,443.0,57399.0,6.0,BENIGN,BENIGN,
192.168.10.1-192.168.10.3-53-62214-17,192.168.10.3,192.168.10.1,7/7/2017 4:45,62214.0,53.0,17.0,BENIGN,BENIGN,
172.217.10.238-192.168.10.19-80-36954-6,192.168.10.19,172.217.10.238,7/7/2017 2:14,36954.0,80.0,6.0,BENIGN,BENIGN,
192.168.10.3-192.168.10.12-53-19614-17,192.168.10.12,192.168.10.3,03/07/2017 10:19:19,19614.0,53.0,17.0,BENIGN,BENIGN,
192.168.10.12-192.168.10.50-35320-22-6,192.168.10.12,192.168.10.50,7/7/2017 12:05,35320.0,22.0,6.0,BENIGN,BENIGN,
192.168.10.3-192.168.10.50-53-4880-17,192.168.10.50,192.168.10.3,4/7/2017 12:35,4880.0,53.0,17.0,BENIGN,BENIGN,
192.168.10.1-192.168.10.3-53-61858-17,192.168.10.3,192.168.10.1,03/07/2017 11:03:00,61858.0,53.0,17.0,BENIGN,BENIGN,
178.255.83.1-192.168.10.9-80-3249-6,192.168.10.9,178.255.83.1,4/7/2017 10:22,3249.0,80.0,6.0,BENIGN,BENIGN,
172.16.0.1-192.168.10.50-50554-22-6,172.16.0.1,192.168.10.50,4/7/2017 2:52,50554.0,22.0,6.0,SSH-Patator,SSH-Patator,"Okay, here's a concise SSH-Patator incident response playbook:

**Incident: SSH-Patator Brute Force**

**Identification:**

*   Confirm SSH-Patator signature. Check logs (auth.log, syslog).

**Containment:**

*   Block source IP (172.16.0.1) on firewall to destination (192.168.10.50).
*   Disable SSH access from external networks if possible.

**Eradication:**

*   Review SSH access logs for successful logins. Investigate compromised accounts.
*   Enforce strong password policies.
*   Implement MFA for SSH.
*   Update SSH server software.

**Recovery:**

*   Monitor system for suspicious activity.
*   Review firewall rules and logging.
*   Restore system backups if needed (if compromised).
*   Enable rate limiting on SSH.
"
172.217.12.131-192.168.10.8-80-50550-6,192.168.10.8,172.217.12.131,5/7/2017 9:38,50550.0,80.0,6.0,BENIGN,BENIGN,
192.168.10.25-35.186.227.40-61703-443-6,192.168.10.25,35.186.227.40,03/07/2017 11:35:04,61703.0,443.0,6.0,BENIGN,BENIGN,
192.168.10.8-52.206.64.68-1393-80-6,192.168.10.8,52.206.64.68,7/7/2017 9:34,1393.0,80.0,6.0,BENIGN,BENIGN,
192.168.10.25-52.84.145.229-64225-443-6,52.84.145.229,192.168.10.25,4/7/2017 4:47,443.0,64225.0,6.0,BENIGN,BENIGN,
